HrsWork,Educ,Earnings ,Race,Gender
40,12,16,White,Female
45,12,16,White,Male
40,12,16,White,Male
40,12,16,White,Female
40,12,16,White,Female
40,12,16,White,Female
40,12,16,White,Female
35,12,16,White,Female
70,12,16,White,Male
40,12,16,Black,Female
45,12,16,White,Male
40,12,16,White,Female
80,12,16,Black,Female
45,12,16,White,Male
60,12,16,White,Male
40,12,16,White,Male
40,12,16,Black,Female
50,12,16,White,Female
36,12,16,White,Female
45,12,16,White,Male
48,12,16,White,Male
35,12,16,White,Female
44,12,16.092,White,Male
40,12,16.112,White,Female
40,12,16.16,White,Female
40,12,16.2,White,Male
40,12,16.2,White,Male
40,12,16.4,White,Male
38,12,16.475,White,Female
38,12,16.51,White,Female
37,12,16.56,White,Female
40,12,16.625,White,Female
40,12,16.64,White,Female
40,12,16.64,White,Male
43,12,16.7,White,Female
35,12,16.7,White,Female
0,12,16.7,Black,Female
65,12,16.748,White,Male
40,12,16.8,White,Male
40,12,16.8,White,Male
38,12,16.83,White,Male
40,12,16.86,White,Male
53,12,16.9,White,Female
45,12,16.9,White,Male
40,12,17,White,Female
45,12,17,White,Female
45,12,17,White,Female
40,12,17,White,Female
40,12,17,White,Female
40,12,17,White,Male
40,12,17,White,Male
40,12,17,White,Female
0,12,17,White,Female
38,12,17,White,Female
40,12,17,White,Male
40,12,17,White,Male
40,12,17,White,Male
0,12,17,Black,Female
45,12,17,White,Female
40,12,17,White,Male
40,12,17,Black,Female
40,12,17,Black,Male
40,12,17,White,Male
40,12,17,Black,Female
40,12,17,White,Male
40,12,17,White,Female
45,12,17,White,Female
40,12,17,Black,Female
40,12,17.2,White,Female
72,12,17.36,White,Female
40,12,17.4,White,Male
40,12,17.5,White,Female
40,12,17.5,White,Male
38,12,17.5,White,Female
40,12,17.5,Black,Female
40,12,17.6,Black,Female
38,12,17.6,Black,Female
40,12,17.68,White,Female
40,12,17.68,White,Female
45,12,17.68,White,Female
40,12,17.74,White,Female
40,12,17.755,White,Male
40,12,17.8,White,Female
53,12,18,White,Female
40,12,18,White,Female
45,12,18,White,Female
38,12,18,Black,Male
60,12,18,White,Female
40,12,18,White,Female
40,12,18,White,Female
40,12,18,White,Female
40,12,18,White,Female
0,12,18,White,Male
40,12,18,White,Female
40,12,18,White,Male
45,12,18,White,Female
40,12,18,White,Male
40,12,18,White,Male
40,12,18,White,Female
40,12,18,White,Female
40,12,18,White,Male
38,12,18,White,Female
48,12,18,White,Female
40,12,18,White,Female
40,12,18,White,Male
40,12,18,White,Male
35,12,18,White,Female
35,12,18,White,Female
40,12,18,Black,Female
40,12,18,White,Female
40,12,18,White,Female
40,12,18,White,Female
65,12,18,White,Male
45,12,18,White,Female
40,12,18,White,Female
70,12,18,White,Male
40,12,18,White,Female
40,12,18,White,Female
45,12,18,White,Female
40,12,18,White,Female
60,12,18,White,Male
40,12,18,White,Female
50,12,18,Black,Female
40,12,18,Black,Female
0,12,18,Black,Male
40,12,18,White,Female
40,12,18,White,Female
40,12,18,White,Male
40,12,18,White,Female
40,12,18,White,Female
40,12,18,White,Female
36,12,18,White,Male
40,12,18,Black,Female
45,12,18,White,Female
40,12,18,White,Male
40,12,18,White,Female
40,12,18.005,White,Male
40,12,18.2,Black,Male
40,12,18.2,White,Male
0,12,18.2,White,Female
40,12,18.2,Black,Male
40,12,18.2,White,Male
46,12,18.3,White,Female
40,12,18.32,White,Female
41,12,18.365,White,Female
50,12,18.5,Black,Female
40,12,18.5,White,Female
40,12,18.6,White,Male
40,12,18.6,White,Male
48,12,18.7,White,Female
52,12,18.72,Black,Male
40,12,18.72,White,Male
40,12,18.72,White,Male
40,12,18.72,White,Male
40,12,18.72,Black,Male
40,12,18.746,Black,Male
40,12,18.8,Black,Male
40,12,18.8,Black,Male
40,12,19,White,Female
40,12,19,White,Female
40,12,19,White,Female
40,12,19,White,Female
40,12,19,White,Male
48,12,19,White,Female
40,12,19,White,Male
40,12,19,White,Female
40,12,19,White,Female
50,12,19,White,Female
40,12,19,White,Male
40,12,19,White,Female
40,12,19,White,Female
40,12,19,White,Male
60,12,19,White,Male
50,12,19,White,Male
40,12,19,White,Female
40,12,19,Black,Male
40,12,19,White,Female
40,12,19,White,Female
40,12,19,White,Male
40,12,19,White,Female
40,12,19,White,Female
53,12,19,White,Male
40,12,19.056,White,Male
40,12,19.056,White,Male
40,12,19.2,Black,Male
40,12,19.2,Black,Female
40,12,19.5,White,Female
40,12,19.68,White,Male
50,12,19.733,White,Male
38,12,19.76,Black,Female
45,12,19.94,White,Female
40,12,20,White,Male
40,12,20,White,Male
40,12,20,White,Female
40,12,20,White,Female
40,12,20,White,Male
55,12,20,White,Male
55,12,20,White,Male
40,12,20,White,Male
40,12,20,White,Female
38,12,20,White,Female
40,12,20,White,Female
40,12,20,White,Female
40,12,20,White,Female
0,12,20,White,Male
45,12,20,White,Male
58,12,20,White,Male
40,12,20,White,Female
48,12,20,Black,Male
40,12,20,White,Female
40,12,20,White,Female
40,12,20,White,Female
40,12,20,Black,Female
50,12,20,White,Male
50,12,20,White,Female
40,12,20,White,Female
40,12,20,White,Male
40,12,20,White,Male
40,12,20,White,Female
55,12,20,White,Female
40,12,20,White,Female
40,12,20,White,Female
40,12,20,White,Female
40,12,20,White,Female
40,12,20,Black,Male
40,12,20,White,Female
40,12,20,White,Female
40,12,20,White,Female
40,12,20,White,Female
40,12,20,White,Male
40,12,20,White,Female
40,12,20,White,Female
40,12,20,White,Male
40,12,20,White,Male
35,12,20,White,Female
40,12,20,White,Male
40,12,20,White,Male
40,12,20,Black,Male
44,12,20,White,Female
40,12,20,White,Female
40,12,20,White,Male
40,12,20,Black,Female
40,12,20,White,Male
40,12,20,White,Female
40,12,20,White,Male
40,12,20,White,Female
40,12,20,White,Female
40,12,20,White,Female
40,12,20,White,Female
40,12,20,AsianPI,Female
40,12,20,White,Female
70,12,20,White,Male
45,12,20,White,Male
40,12,20,White,Female
40,12,20,White,Female
40,12,20,Black,Female
55,12,20,White,Male
50,12,20,White,Male
42,12,20,White,Male
40,12,20,White,Female
40,12,20,White,Male
40,12,20,Black,Male
40,12,20,White,Male
40,12,20,White,Male
40,12,20,White,Female
60,12,20,White,Male
40,12,20,White,Female
40,12,20,Black,Female
40,12,20,White,Female
40,12,20,White,Female
45,12,20,White,Male
40,12,20,White,Female
45,12,20,White,Male
40,12,20,White,Male
40,12,20.005,White,Male
40,12,20.1,White,Female
40,12,20.162,White,Female
40,12,20.289,White,Female
35,12,20.4,White,Male
0,12,20.446,White,Female
50,12,20.47,White,Female
40,12,20.5,White,Female
40,12,20.5,White,Male
40,12,20.547,White,Male
40,12,20.6,White,Male
40,12,20.8,White,Female
0,12,20.8,White,Male
50,12,20.8,White,Male
40,12,20.8,Black,Female
40,12,20.8,White,Male
0,12,20.8,Black,Male
40,12,20.8,Black,Male
40,12,20.8,White,Male
40,12,20.84,White,Female
40,12,20.9,White,Female
45,12,21,White,Male
35,12,21,White,Female
40,12,21,White,Male
40,12,21,White,Male
40,12,21,White,Male
40,12,21,White,Female
38,12,21,White,Female
40,12,21,White,Male
55,12,21,White,Male
40,12,21,White,Female
49,12,21,White,Male
40,12,21,White,Female
40,12,21,White,Male
40,12,21,White,Female
40,12,21,White,Female
56,12,21,Black,Female
40,12,21,White,Female
40,12,21,White,Male
40,12,21,White,Female
0,12,21,White,Male
40,12,21,White,Male
40,12,21,White,Female
40,12,21,White,Male
40,12,21,White,Female
40,12,21,White,Male
48,12,21,White,Female
40,12,21,White,Male
38,12,21,White,Female
40,12,21,White,Male
45,12,21,White,Male
40,12,21.087,White,Male
50,12,21.26,White,Male
40,12,21.32,White,Male
40,12,21.4,White,Male
37,12,21.4,White,Female
60,12,21.5,White,Male
50,12,21.5,White,Male
40,12,21.984,White,Female
40,12,22,White,Female
40,12,22,White,Male
45,12,22,White,Female
40,12,22,White,Male
40,12,22,White,Male
55,12,22,White,Male
45,12,22,White,Female
40,12,22,Black,Female
40,12,22,White,Male
40,12,22,White,Female
38,12,22,White,Female
47,12,22,White,Female
40,12,22,White,Female
0,12,22,White,Female
40,12,22,White,Male
40,12,22,White,Male
40,12,22,White,Male
40,12,22,White,Female
40,12,22,White,Female
45,12,22,White,Female
45,12,22,White,Female
40,12,22,White,Male
40,12,22,White,Female
0,12,22,White,Male
40,12,22,White,Female
40,12,22,White,Female
40,12,22,White,Male
40,12,22,White,Male
40,12,22,White,Male
40,12,22,White,Female
40,12,22,White,Female
40,12,22,White,Female
40,12,22,White,Female
45,12,22,White,Male
55,12,22,White,Female
48,12,22,White,Male
0,12,22,White,Female
40,12,22,Black,Female
40,12,22,White,Female
40,12,22.1,White,Male
40,12,22.414,White,Male
40,12,22.5,White,Male
50,12,22.5,Black,Male
50,12,22.5,White,Male
40,12,22.5,White,Male
40,12,22.5,White,Female
40,12,22.6,White,Female
40,12,22.67,White,Male
40,12,22.69,Black,Female
37,12,22.69,White,Female
40,12,22.919,White,Female
40,12,23,White,Female
45,12,23,White,Female
45,12,23,White,Male
40,12,23,White,Female
40,12,23,White,Male
40,12,23,White,Male
40,12,23,White,Female
0,12,23,White,Female
38,12,23,White,Male
40,12,23,White,Male
40,12,23,White,Male
43,12,23,White,Female
40,12,23,White,Female
42,12,23,White,Female
45,12,23,White,Male
40,12,23,AsianPI,Male
40,12,23,White,Male
35,12,23,White,Female
40,12,23,White,Female
80,12,23,White,Male
40,12,23,White,Female
40,12,23,White,Male
40,12,23,White,Female
35,12,23,White,Female
40,12,23,Black,Female
40,12,23,White,Female
40,12,23,White,Female
50,12,23,White,Male
60,12,23,Black,Male
40,12,23,White,Female
40,12,23,Black,Male
40,12,23,White,Female
50,12,23,White,Female
40,12,23,White,Female
40,12,23,White,Female
40,12,23,White,Female
40,12,23,White,Female
40,12,23,White,Female
50,12,23.105,White,Male
40,12,23.214,White,Female
40,12,23.284,White,Female
40,12,23.3,White,Male
0,12,23.4,White,Male
40,12,23.4,White,Female
60,12,23.4,White,Male
40,12,23.5,White,Male
38,12,23.5,White,Male
40,12,23.596,White,Male
40,12,23.66,White,Male
40,12,23.767,White,Male
40,12,23.816,White,Female
40,12,23.9,White,Female
40,12,23.92,White,Male
40,12,23.92,White,Male
40,12,23.92,White,Female
38,12,24,White,Male
40,12,24,White,Male
50,12,24,White,Male
38,12,24,White,Male
40,12,24,White,Female
40,12,24,White,Female
40,12,24,White,Male
40,12,24,White,Female
40,12,24,White,Female
40,12,24,White,Female
36,12,24,White,Female
46,12,24,White,Female
40,12,24,White,Female
40,12,24,White,Female
40,12,24,White,Male
43,12,24,White,Male
40,12,24,White,Male
40,12,24,White,Female
0,12,24,White,Male
40,12,24,White,Male
40,12,24,White,Male
40,12,24,White,Male
40,12,24,Black,Male
45,12,24,White,Male
40,12,24,White,Female
55,12,24,White,Female
38,12,24,White,Female
40,12,24,Black,Female
40,12,24,White,Male
0,12,24,White,Male
40,12,24,Black,Male
40,12,24,White,Male
40,12,24,Black,Female
60,12,24,White,Female
40,12,24,Black,Male
40,12,24,White,Female
0,12,24,White,Female
40,12,24,White,Male
40,12,24,White,Female
40,12,24,White,Female
35,12,24,White,Female
0,12,24,Black,Female
35,12,24,White,Female
40,12,24,White,Male
40,12,24,White,Female
40,12,24,White,Female
50,12,24,White,Male
42,12,24.4,White,Male
45,12,24.5,White,Male
45,12,24.5,White,Male
40,12,24.5,White,Female
40,12,24.568,White,Female
40,12,24.8,White,Female
40,12,24.836,White,Male
40,12,24.884,Black,Male
42,12,24.95,White,Female
40,12,24.96,White,Female
40,12,25,White,Female
40,12,25,White,Female
40,12,25,White,Male
43,12,25,White,Female
40,12,25,White,Male
50,12,25,White,Male
40,12,25,White,Male
40,12,25,White,Male
40,12,25,Black,Female
0,12,25,White,Female
0,12,25,White,Male
0,12,25,White,Female
40,12,25,Black,Female
40,12,25,White,Female
40,12,25,White,Male
40,12,25,White,Male
40,12,25,Black,Male
40,12,25,White,Female
40,12,25,White,Male
40,12,25,Black,Female
45,12,25,White,Male
40,12,25,White,Female
40,12,25,Black,Female
40,12,25,Black,Female
60,12,25,White,Male
40,12,25,White,Male
40,12,25,White,Female
42,12,25,White,Female
40,12,25,White,Male
40,12,25,White,Male
40,12,25,White,Female
44,12,25,White,Female
40,12,25,White,Female
40,12,25,White,Male
35,12,25,White,Female
45,12,25,White,Male
50,12,25,White,Male
55,12,25,White,Female
40,12,25,White,Male
40,12,25,Black,Male
40,12,25,White,Female
51,12,25,White,Male
40,12,25,White,Female
40,12,25,White,Female
50,12,25,White,Male
40,12,25,White,Female
40,12,25,White,Female
40,12,25,White,Female
38,12,25,White,Female
50,12,25,White,Male
40,12,25,Black,Male
40,12,25,White,Male
38,12,25,White,Female
40,12,25,White,Male
57,12,25,White,Female
40,12,25,White,Female
40,12,25,White,Female
65,12,25,White,Female
40,12,25,White,Female
40,12,25,White,Female
40,12,25,White,Male
40,12,25,White,Male
40,12,25,White,Male
45,12,25,White,Male
37,12,25,White,Female
43,12,25,White,Male
0,12,25,White,Male
40,12,25,White,Female
40,12,25,White,Male
40,12,25,White,Female
40,12,25,White,Female
0,12,25,White,Female
60,12,25,White,Female
40,12,25,White,Male
40,12,25,White,Male
51,12,25,White,Male
40,12,25,White,Male
42,12,25,White,Female
40,12,25,White,Male
40,12,25,White,Male
40,12,25,White,Male
50,12,25,White,Female
45,12,25,White,Male
40,12,25,White,Male
40,12,25,White,Male
40,12,25,White,Female
46,12,25,White,Male
40,12,25,White,Female
40,12,25,White,Female
40,12,25,White,Female
40,12,25,White,Female
40,12,25,White,Male
40,12,25,White,Female
48,12,25,White,Male
40,12,25,White,Male
36,12,25,White,Female
40,12,25,White,Female
45,12,25,White,Male
40,12,25.01,White,Female
40,12,25.01,White,Female
40,12,25.3,White,Female
38,12,25.3,White,Female
40,12,25.376,White,Female
40,12,25.387,White,Female
45,12,25.5,White,Female
40,12,25.5,White,Female
40,12,25.5,White,Male
60,12,25.8,White,Male
40,12,26,White,Female
38,12,26,Black,Female
40,12,26,Black,Female
45,12,26,White,Male
50,12,26,White,Female
70,12,26,White,Male
36,12,26,White,Male
40,12,26,White,Male
50,12,26,White,Female
50,12,26,White,Female
40,12,26,White,Male
55,12,26,White,Male
40,12,26,Black,Male
54,12,26,White,Female
50,12,26,White,Female
40,12,26,Black,Male
40,12,26,White,Male
45,12,26,White,Male
40,12,26,White,Male
40,12,26,White,Male
40,12,26,White,Male
35,12,26,IndEsk,Male
40,12,26,Black,Female
35,12,26,White,Female
45,12,26,White,Female
40,12,26,White,Male
45,12,26,White,Male
62,12,26,White,Female
40,12,26,White,Female
40,12,26,White,Male
43,12,26,White,Male
40,12,26,White,Male
40,12,26.114,White,Male
60,12,26.13,White,Female
58,12,26.471,White,Male
40,12,26.471,White,Male
43,12,26.5,Black,Female
40,12,26.7,White,Female
40,12,26.88,White,Male
40,12,26.992,White,Male
40,12,27,White,Male
40,12,27,White,Male
0,12,27,White,Female
40,12,27,White,Male
40,12,27,White,Male
40,12,27,White,Female
40,12,27,White,Female
40,12,27,White,Female
40,12,27,White,Male
45,12,27,White,Male
40,12,27,White,Male
58,12,27,White,Male
40,12,27,White,Female
40,12,27,White,Female
48,12,27,White,Female
40,12,27,White,Male
40,12,27,White,Male
50,12,27,White,Male
40,12,27,White,Female
40,12,27,White,Female
40,12,27,White,Female
40,12,27,White,Male
40,12,27,White,Female
40,12,27,Black,Female
40,12,27,White,Male
40,12,27,AsianPI,Female
40,12,27,White,Female
50,12,27,White,Male
40,12,27,White,Male
40,12,27,Black,Male
40,12,27,Black,Male
40,12,27,White,Male
40,12,27,White,Female
40,12,27,White,Female
50,12,27,White,Male
40,12,27,White,Male
40,12,27,White,Male
40,12,27,White,Male
40,12,27,Black,Female
0,12,27,White,Male
40,12,27,White,Female
45,12,27,White,Male
40,12,27,White,Male
40,12,27,White,Female
36,12,27,White,Male
40,12,27,Black,Male
40,12,27.001,White,Male
40,12,27.025,White,Female
40,12,27.04,White,Male
40,12,27.04,White,Male
40,12,27.2,White,Male
39,12,27.3,White,Male
40,12,27.372,White,Female
45,12,27.372,White,Female
40,12,27.5,White,Male
50,12,27.5,White,Male
40,12,27.5,White,Female
40,12,27.5,White,Male
40,12,27.5,White,Male
40,12,27.5,White,Male
40,12,27.56,White,Male
40,12,27.56,White,Male
40,12,27.6,White,Male
45,12,27.6,White,Male
40,12,27.8,White,Female
37,12,27.8,White,Female
0,12,27.8,Black,Female
50,12,27.9,White,Male
40,12,27.949,White,Female
40,12,27.949,White,Female
40,12,27.995,White,Female
38,12,28,White,Female
40,12,28,White,Male
70,12,28,Black,Male
45,12,28,White,Male
50,12,28,White,Male
40,12,28,White,Male
45,12,28,White,Male
52,12,28,White,Male
40,12,28,White,Male
40,12,28,White,Male
40,12,28,White,Male
40,12,28,White,Female
40,12,28,White,Male
40,12,28,White,Female
50,12,28,White,Male
70,12,28,Black,Male
0,12,28,White,Male
50,12,28,White,Female
40,12,28,White,Male
40,12,28,White,Male
37,12,28,White,Female
40,12,28,White,Male
40,12,28,White,Male
40,12,28,White,Male
40,12,28,White,Female
40,12,28,White,Male
40,12,28,White,Male
40,12,28,White,Male
40,12,28.049,White,Male
40,12,28.5,White,Male
40,12,28.5,White,Female
0,12,28.5,White,Male
50,12,28.5,White,Male
40,12,28.6,White,Female
40,12,28.774,White,Male
0,12,28.8,White,Male
46,12,28.8,White,Male
40,12,28.825,White,Male
50,12,28.825,White,Male
40,12,28.853,White,Male
0,12,28.901,IndEsk,Female
70,12,28.998,White,Male
0,12,28.998,White,Male
80,12,29,White,Male
40,12,29,White,Female
50,12,29,White,Male
40,12,29,White,Female
45,12,29,White,Male
40,12,29,White,Male
40,12,29,White,Male
40,12,29,White,Male
40,12,29,White,Male
52,12,29,White,Male
40,12,29,White,Male
40,12,29,White,Male
40,12,29,White,Male
40,12,29,White,Male
0,12,29,White,Male
40,12,29,White,Female
60,12,29,White,Male
45,12,29,White,Male
50,12,29,White,Male
40,12,29,White,Male
40,12,29,White,Female
50,12,29,White,Male
40,12,29,White,Male
40,12,29,White,Female
40,12,29,White,Female
40,12,29,White,Female
40,12,29,White,Female
48,12,29.484,White,Female
40,12,29.484,White,Female
50,12,29.5,White,Male
50,12,29.5,White,Male
40,12,29.7,White,Male
40,12,29.7,White,Male
40,12,29.829,White,Male
40,12,29.872,White,Female
56,12,29.9,Black,Female
40,12,29.991,White,Female
45,12,30,White,Male
40,12,30,White,Male
40,12,30,White,Male
40,12,30,White,Female
40,12,30,White,Male
40,12,30,White,Male
40,12,30,White,Female
40,12,30,White,Male
99,12,30,White,Male
40,12,30,White,Female
40,12,30,White,Male
45,12,30,White,Female
40,12,30,White,Male
40,12,30,White,Male
40,12,30,White,Female
40,12,30,White,Female
40,12,30,Black,Male
40,12,30,White,Male
40,12,30,White,Female
40,12,30,White,Male
40,12,30,White,Female
35,12,30,White,Female
40,12,30,White,Male
40,12,30,White,Male
40,12,30,White,Male
40,12,30,White,Male
40,12,30,Black,Male
50,12,30,White,Male
70,12,30,White,Female
40,12,30,White,Female
40,12,30,White,Male
40,12,30,White,Male
40,12,30,White,Female
38,12,30,White,Female
65,12,30,Black,Male
0,12,30,White,Male
40,12,30,White,Female
40,12,30,White,Female
40,12,30,White,Male
40,12,30,White,Female
45,12,30,White,Male
50,12,30,White,Male
40,12,30,White,Male
40,12,30,White,Male
40,12,30,White,Male
40,12,30,White,Male
40,12,30,Black,Male
40,12,30,White,Male
40,12,30,White,Male
40,12,30,White,Female
50,12,30,White,Male
38,12,30,White,Female
40,12,30,White,Male
40,12,30,Black,Female
40,12,30,White,Male
40,12,30,White,Female
40,12,30,White,Male
40,12,30,White,Male
40,12,30,White,Male
40,12,30,Black,Male
40,12,30,Black,Female
50,12,30,White,Male
40,12,30,White,Male
50,12,30,White,Male
40,12,30,White,Female
40,12,30,White,Female
40,12,30,White,Female
50,12,30,White,Male
40,12,30,White,Female
75,12,30,White,Male
40,12,30,White,Male
40,12,30,White,Male
40,12,30,White,Female
40,12,30,White,Male
40,12,30,White,Male
40,12,30,White,Male
40,12,30,White,Male
50,12,30,White,Male
50,12,30,Black,Female
37,12,30,White,Female
45,12,30,White,Male
55,12,30,White,Male
40,12,30,White,Male
45,12,30,White,Female
40,12,30,White,Male
40,12,30,White,Male
45,12,30,White,Female
40,12,30,White,Male
60,12,30,White,Male
40,12,30,White,Female
45,12,30,White,Male
40,12,30,White,Male
36,12,30,White,Male
40,12,30,White,Male
40,12,30,White,Female
40,12,30.104,White,Female
40,12,30.24,White,Male
50,12,30.4,White,Female
40,12,30.5,Black,Male
40,12,30.5,White,Female
45,12,30.701,White,Male
40,12,30.724,White,Male
50,12,31,White,Male
50,12,31,White,Male
40,12,31,White,Male
40,12,31,White,Female
40,12,31,White,Female
40,12,31,White,Male
40,12,31,White,Female
40,12,31,White,Male
0,12,31,White,Male
40,12,31,White,Female
40,12,31,White,Female
40,12,31,White,Male
50,12,31,White,Female
40,12,31,White,Female
40,12,31,White,Female
40,12,31.009,White,Female
45,12,31.072,White,Male
50,12,31.2,White,Male
40,12,31.2,White,Male
40,12,31.2,White,Female
40,12,31.4,White,Male
40,12,31.434,White,Female
43,12,31.446,White,Male
50,12,31.45,White,Male
40,12,31.5,White,Male
50,12,32,White,Male
50,12,32,White,Male
40,12,32,White,Female
45,12,32,White,Female
40,12,32,White,Male
40,12,32,White,Female
40,12,32,White,Male
60,12,32,White,Male
35,12,32,White,Male
40,12,32,AsianPI,Male
47,12,32,White,Male
60,12,32,White,Male
40,12,32,Black,Female
60,12,32,White,Male
40,12,32,Black,Female
0,12,32,White,Male
40,12,32,White,Female
40,12,32,White,Female
40,12,32,White,Female
40,12,32,White,Female
40,12,32,White,Female
40,12,32,White,Female
47,12,32,White,Male
40,12,32,White,Female
0,12,32,White,Male
40,12,32,White,Male
40,12,32,White,Male
48,12,32,White,Male
40,12,32,White,Male
40,12,32,White,Female
50,12,32,White,Male
40,12,32,White,Male
38,12,32,White,Female
40,12,32,White,Female
40,12,32.076,White,Male
40,12,32.13,White,Female
40,12,32.213,White,Male
42,12,32.24,White,Male
40,12,32.4,White,Male
45,12,32.5,White,Female
60,12,32.5,White,Male
0,12,32.6,White,Male
0,12,33,Black,Male
50,12,33,White,Female
47,12,33,White,Male
50,12,33,White,Male
0,12,33,White,Male
40,12,33,White,Female
40,12,33,White,Male
45,12,33,White,Female
40,12,33,White,Male
40,12,33,White,Male
40,12,33,White,Male
40,12,33,White,Female
40,12,33,White,Female
40,12,33,White,Female
45,12,33,White,Male
40,12,33,White,Female
40,12,33,White,Male
40,12,33,Black,Male
44,12,33,White,Male
40,12,33,White,Male
40,12,33,White,Male
40,12,33,White,Male
44,12,33.2,White,Female
40,12,33.279,White,Male
40,12,33.3,White,Female
45,12,33.6,White,Female
40,12,33.6,White,Female
55,12,33.606,White,Male
60,12,33.7,White,Male
40,12,33.78,White,Male
40,12,33.78,White,Male
45,12,33.8,White,Male
50,12,33.8,White,Male
40,12,34,White,Male
40,12,34,Black,Female
40,12,34,Black,Female
45,12,34,White,Female
45,12,34,White,Male
50,12,34,White,Male
40,12,34,White,Male
50,12,34,White,Male
40,12,34,Black,Male
60,12,34,White,Male
50,12,34,White,Male
40,12,34,White,Male
40,12,34,White,Male
80,12,34,White,Male
40,12,34,White,Male
40,12,34,White,Male
53,12,34,White,Male
45,12,34,White,Male
40,12,34,White,Male
50,12,34.5,White,Female
40,12,34.892,White,Female
0,12,34.9,White,Male
40,12,35,White,Male
40,12,35,White,Female
64,12,35,White,Female
40,12,35,White,Male
40,12,35,White,Male
40,12,35,White,Female
40,12,35,White,Female
40,12,35,White,Female
50,12,35,White,Female
40,12,35,White,Female
40,12,35,White,Male
40,12,35,White,Male
40,12,35,White,Male
40,12,35,White,Female
50,12,35,White,Female
40,12,35,White,Male
40,12,35,White,Male
65,12,35,White,Male
40,12,35,White,Male
40,12,35,White,Male
40,12,35,White,Male
40,12,35,White,Male
40,12,35,White,Male
60,12,35,White,Female
40,12,35,White,Female
40,12,35,White,Male
40,12,35,White,Male
40,12,35,White,Male
40,12,35,White,Male
40,12,35,White,Female
40,12,35,White,Male
40,12,35,Black,Male
0,12,35,White,Male
40,12,35,White,Female
40,12,35,White,Male
46,12,35,White,Male
40,12,35,White,Female
40,12,35,Black,Male
40,12,35,White,Female
40,12,35,White,Male
50,12,35,White,Female
40,12,35,White,Male
40,12,35,Black,Female
40,12,35,White,Male
40,12,35,White,Male
80,12,35,White,Female
70,12,35,White,Male
40,12,35,White,Female
40,12,35,White,Female
40,12,35,White,Male
40,12,35,White,Male
40,12,35,White,Male
50,12,35,White,Male
40,12,35,White,Male
40,12,35,Black,Male
40,12,35,White,Female
65,12,35,White,Male
40,12,35,Black,Male
50,12,35,White,Female
40,12,35,White,Male
90,12,35,White,Male
45,12,35,White,Male
45,12,35,White,Male
35,12,35,Black,Male
40,12,35,White,Male
60,12,35,White,Male
40,12,35,White,Male
60,12,35,White,Male
40,12,35,White,Male
55,12,35.4,White,Male
50,12,35.4,White,Male
55,12,35.4,White,Male
40,12,35.6,White,Male
0,12,35.7,White,Male
40,12,35.775,Black,Male
40,12,35.828,White,Male
40,12,36,White,Female
48,12,36,White,Female
40,12,36,White,Female
40,12,36,White,Male
40,12,36,White,Male
40,12,36,White,Male
40,12,36,White,Male
40,12,36,White,Male
60,12,36,White,Male
40,12,36,White,Male
40,12,36,Black,Male
40,12,36,White,Female
45,12,36,White,Male
45,12,36,White,Male
50,12,36,White,Male
0,12,36,White,Male
45,12,36,White,Male
40,12,36,White,Male
40,12,36,White,Female
40,12,36,White,Female
55,12,36,White,Male
70,12,36,White,Male
48,12,36,White,Male
40,12,36,White,Male
40,12,36.2,White,Male
40,12,36.312,White,Male
55,12,36.4,White,Male
40,12,36.4,White,Male
50,12,36.4,White,Male
60,12,36.495,White,Male
0,12,36.5,White,Male
40,12,36.615,White,Male
60,12,36.738,White,Female
45,12,36.8,White,Male
45,12,36.8,White,Male
40,12,37,White,Male
40,12,37,Black,Male
40,12,37,White,Female
70,12,37,White,Male
40,12,37,White,Female
40,12,37,White,Male
0,12,37,White,Female
40,12,37,White,Female
40,12,37,White,Male
50,12,37,IndEsk,Male
50,12,37,White,Male
48,12,37,White,Female
40,12,37,White,Male
50,12,37,White,Male
40,12,37.171,White,Male
40,12,37.3,White,Male
75,12,37.4,White,Male
40,12,37.404,Black,Female
50,12,37.655,White,Male
59,12,37.889,White,Female
44,12,38,White,Female
40,12,38,White,Male
60,12,38,White,Male
40,12,38,White,Male
40,12,38,White,Female
40,12,38,White,Female
50,12,38,White,Female
50,12,38,White,Female
60,12,38,White,Male
102,12,38,White,Male
40,12,38,Black,Male
50,12,38,White,Female
40,12,38,White,Female
60,12,38,White,Male
40,12,38,Black,Male
40,12,38,Black,Female
40,12,38,White,Female
40,12,38,White,Male
40,12,38,White,Male
42,12,38,White,Male
55,12,38,White,Male
50,12,38,White,Male
40,12,38,White,Male
40,12,38,White,Male
40,12,38,White,Male
40,12,38.343,White,Male
53,12,38.684,White,Female
40,12,38.74,White,Male
60,12,39,White,Male
40,12,39,White,Female
60,12,39,White,Male
40,12,39,White,Female
40,12,39.35,White,Male
40,12,39.367,White,Male
40,12,39.617,White,Male
60,12,40,White,Male
45,12,40,White,Male
40,12,40,White,Male
40,12,40,White,Male
50,12,40,White,Male
40,12,40,White,Female
60,12,40,White,Male
40,12,40,White,Male
40,12,40,White,Male
40,12,40,White,Male
40,12,40,White,Male
70,12,40,White,Female
54,12,40,White,Male
40,12,40,White,Male
48,12,40,White,Male
40,12,40,Black,Male
40,12,40,White,Male
0,12,40,White,Male
40,12,40,White,Female
50,12,40,White,Male
0,12,40,White,Male
49,12,40,White,Male
40,12,40,White,Male
