"user_id","test","converted","is_weekday","is_activehours"
1492467,1,0,1,1
1349006,1,0,1,1
1275047,1,0,1,1
1286714,1,0,1,1
1440479,1,0,1,1
1527350,1,0,1,1
1468158,1,0,1,1
1144069,1,0,1,1
910192,0,0,1,1
1247204,1,0,1,1
1073813,1,0,1,1
1108009,1,0,1,1
1035169,1,0,1,1
1187236,1,0,0,1
1225102,1,0,1,1
1188973,1,0,1,1
1240660,1,0,1,0
1241946,1,0,0,1
1563939,1,0,1,1
1408686,1,0,0,1
1330024,1,0,1,1
1350238,1,0,1,1
1376118,1,0,1,1
1504969,1,0,1,1
1192762,1,1,0,1
1311563,1,0,1,1
1654283,1,0,1,1
909708,0,0,1,1
1142402,1,0,1,1
1268509,1,0,1,1
1634099,1,0,1,1
1035068,1,0,1,1
1365964,1,0,1,1
1349926,1,1,0,1
1226812,1,0,1,1
1015566,1,0,1,1
1414590,1,0,0,1
1331546,1,0,1,1
1575474,1,0,1,1
1399761,1,0,1,1
1021458,1,0,1,1
1274753,1,0,1,1
1064695,1,0,1,1
1500148,1,0,1,1
1026877,1,0,1,1
1548788,1,0,1,1
1254394,1,0,1,1
1289974,1,0,0,1
1087012,1,0,0,1
1185573,1,0,0,1
1223794,1,0,1,1
1373952,1,0,1,1
1633649,1,0,1,1
1114410,1,0,0,1
1491238,1,0,0,1
1061571,1,0,1,1
1547144,1,0,1,1
1282386,1,0,1,1
1252310,1,0,1,1
1024092,1,0,1,1
1089627,1,0,1,1
901946,0,0,1,1
1041287,1,0,1,1
922021,0,0,1,1
1309121,1,0,1,1
1624567,1,0,0,1
1384726,1,0,1,1
1367354,1,0,1,1
1231441,1,0,1,1
1100888,1,0,1,1
1302389,1,0,1,1
1247452,1,0,1,1
1608654,1,0,1,1
1071865,1,0,1,1
1314555,1,0,1,1
1477492,1,0,1,1
1470864,1,0,1,1
1007217,1,0,1,1
1035809,1,1,0,1
1472392,1,0,1,1
1118204,1,0,1,1
1475451,1,0,0,1
1099632,1,0,1,1
1261089,1,0,1,1
1070488,1,0,1,1
1275888,1,0,1,1
1433839,1,0,1,0
1191954,1,0,0,1
1068905,1,0,1,1
1149997,1,0,1,1
1106405,1,1,1,1
1230489,1,0,1,1
1133910,1,1,1,1
1075417,1,0,1,1
1600591,1,0,1,1
1044383,1,0,1,1
1583485,1,0,1,1
1458334,1,0,1,1
1448273,1,0,1,1
1491232,1,0,1,1
1153301,1,0,1,1
1080071,1,0,1,0
913727,0,0,1,1
1334292,1,0,1,1
1508231,1,0,1,1
1025679,1,0,1,1
1008253,1,0,1,1
1558801,1,0,0,1
1288422,1,0,1,1
1199901,1,0,0,1
1015846,1,1,1,1
1469040,1,0,1,1
1100881,1,0,1,1
1473893,1,0,1,1
1262795,1,0,0,1
1058624,1,0,0,1
1294269,1,0,1,1
916403,0,0,0,1
1031923,1,0,1,1
1432319,1,0,0,1
1459535,1,0,0,1
1381817,1,0,1,1
1097380,1,0,1,1
1275658,1,0,0,1
1341766,1,0,1,1
1176405,1,0,0,1
1017353,1,0,1,1
1341940,1,0,1,1
1512234,1,0,1,1
1116052,1,0,1,1
1425073,1,0,0,1
1157007,1,0,1,1
1384248,1,0,0,1
1219601,1,0,1,1
1603540,1,0,1,1
1162673,1,0,1,0
1401765,1,0,1,1
1624340,1,0,1,1
1008563,1,0,1,1
1592277,1,0,1,1
1358208,1,0,1,1
1046319,1,0,1,1
1081512,1,0,1,1
1455029,1,1,0,1
1338657,1,0,0,1
1161719,1,0,1,1
1459455,1,0,1,1
910533,0,0,1,1
1443603,1,0,0,0
1168429,1,0,1,1
1219224,1,0,0,1
1155518,1,1,1,1
1063512,1,0,1,1
1365908,1,0,1,0
1009723,1,0,0,1
1257216,1,0,1,1
1625861,1,0,1,1
915142,0,0,1,1
1112751,1,0,1,1
1304915,1,0,1,0
1483477,1,0,1,1
1389980,1,0,1,1
1269532,1,0,1,1
1444340,1,0,0,1
1580020,1,0,1,1
1517715,1,0,1,1
1097374,1,1,0,1
1098300,1,0,0,1
1385107,1,0,0,1
1381222,1,0,1,1
1263606,1,0,1,1
1104281,1,0,1,1
1178668,1,0,0,1
1003028,1,0,1,0
1164165,1,0,1,1
1433340,1,0,1,1
1581039,1,0,0,1
1187889,1,0,1,1
1044754,1,0,1,1
1446864,1,0,1,1
1079693,1,0,1,1
1022553,1,0,1,1
1194964,1,0,1,1
1084058,1,0,1,1
1625479,1,0,1,1
1023973,1,0,1,1
1035120,1,0,0,1
1566151,1,0,0,1
1136220,1,0,1,1
920834,0,0,1,1
1614805,1,0,0,1
1550241,1,0,1,0
900493,0,0,1,0
1617490,1,0,1,1
1260692,1,0,1,1
1423066,1,0,0,1
1425692,1,0,0,1
1225350,1,0,1,1
1143107,1,0,1,0
1003640,1,0,1,1
1555454,1,0,1,1
1309202,1,0,1,1
1561978,1,0,1,1
1061847,1,0,1,1
1194133,1,0,1,1
1342560,1,0,1,1
1220006,1,0,1,1
1065831,1,0,0,1
1121183,1,0,0,1
1097086,1,0,0,1
1105468,1,0,0,1
1533765,1,0,1,1
1018653,1,0,0,1
1556851,1,0,1,1
908642,0,0,1,1
1072226,1,0,1,1
1123905,1,0,1,1
1023641,1,0,1,1
1605560,1,0,1,1
1095240,1,0,0,1
1005150,1,1,1,1
1400474,1,0,1,1
1393143,1,0,0,1
1217013,1,0,1,1
1476463,1,0,0,1
1355522,1,0,1,1
1201169,1,0,0,1
1402229,1,0,1,1
915758,0,0,1,1
1595580,1,0,1,1
1464258,1,0,0,1
1178556,1,0,0,1
1572501,1,0,1,1
1273688,1,0,1,1
1203642,1,0,0,1
1385156,1,0,1,1
1149787,1,0,1,1
1413715,1,0,0,1
1137342,1,0,1,0
1058565,1,0,1,1
1518100,1,0,1,0
1124542,1,0,1,1
1275160,1,0,1,1
1066112,1,0,1,1
1405259,1,0,1,1
1633287,1,0,1,1
1194494,1,0,1,1
1086307,1,0,1,1
1275661,1,0,0,1
1169878,1,0,0,1
1651569,1,0,1,1
1315752,1,0,0,1
1507801,1,0,1,1
1069326,1,0,1,1
1380459,1,0,1,1
1519909,1,0,1,1
1225435,1,0,1,1
1167383,1,0,1,1
1209137,1,0,1,1
1183969,1,0,0,1
1058582,1,0,1,1
1567155,1,0,1,1
1548830,1,1,1,1
1573270,1,1,1,1
1305699,1,0,1,1
1118315,1,0,1,1
1154515,1,0,0,1
1005404,1,0,1,1
1604043,1,0,1,1
1463981,1,0,1,1
1439612,1,0,0,1
1476984,1,0,1,1
1011091,1,0,1,1
1032838,1,0,1,1
1413810,1,0,1,1
1469471,1,0,1,1
1530846,1,0,1,1
1152757,1,0,1,1
1092653,1,0,1,1
1325854,1,0,1,1
1282638,1,0,1,1
1459735,1,0,1,1
1198198,1,0,0,1
1047552,1,0,1,1
1025723,1,0,0,1
1546516,1,0,1,1
1441954,1,0,0,1
1081704,1,0,1,1
1266552,1,0,0,1
1443607,1,1,1,0
906508,0,0,1,1
1013799,1,0,1,1
1006459,1,0,1,1
1456006,1,0,1,1
1060364,1,0,1,1
1274014,1,0,1,0
1357807,1,0,1,1
1109131,1,0,1,1
1278368,1,0,1,1
1491353,1,0,1,1
1019520,1,0,1,1
1340450,1,0,0,1
1204703,1,0,1,1
1317443,1,0,1,1
1187493,1,0,0,1
1434729,1,0,1,1
1574422,1,0,1,1
1030787,1,0,1,1
1632916,1,0,1,1
900840,0,0,1,1
1246394,1,1,1,1
1136931,1,0,1,1
1019748,1,0,1,1
1302478,1,0,1,1
1267178,1,0,1,1
1180529,1,0,1,1
1348391,1,0,1,1
1409800,1,0,1,1
1248364,1,0,1,1
1649502,1,0,1,1
1094284,1,0,1,1
1010839,1,0,1,1
903040,0,0,1,0
1520223,1,0,1,1
1588547,1,0,1,1
1034891,1,0,1,1
1491528,1,0,1,1
1455437,1,0,1,1
1472400,1,0,0,0
1341160,1,0,1,1
1013777,1,0,1,1
1017319,1,0,1,1
1423312,1,1,0,1
1015047,1,0,0,1
1550332,1,0,1,1
1042589,1,0,0,1
1030768,1,1,1,1
1076965,1,0,0,0
1533198,1,0,1,1
1085678,1,0,1,1
1376197,1,0,1,1
1382343,1,0,1,1
1157450,1,0,0,1
1565639,1,0,1,1
1080116,1,0,0,1
1549151,1,0,0,1
1081786,1,0,1,1
1033018,1,0,1,0
1520916,1,0,1,1
1137814,1,1,1,1
1514443,1,0,1,1
903695,0,0,0,1
1194809,1,0,1,0
1320852,1,0,0,1
1546512,1,0,1,1
1348232,1,0,1,1
1201643,1,0,1,1
1571331,1,0,0,0
1107361,1,0,1,1
906091,0,0,1,1
1033559,1,0,0,1
1641322,1,0,1,1
1642139,1,0,1,1
1333380,1,0,0,1
1440981,1,0,0,1
1401029,1,0,1,1
1029265,1,0,1,1
1088676,1,0,0,1
1366984,1,0,1,1
1244397,1,0,0,1
1430763,1,0,0,1
1597187,1,0,1,1
1483228,1,0,1,1
1469872,1,0,1,1
1615405,1,0,0,1
1085481,1,0,1,1
1120795,1,0,0,1
1118411,1,0,1,1
1525159,1,0,1,1
1295793,1,0,1,1
1224569,1,0,1,1
1317489,1,0,1,1
1164311,1,0,1,1
1536050,1,0,1,0
1119183,1,0,1,1
1409888,1,0,1,1
1646128,1,0,1,1
1132296,1,0,1,1
1046375,1,0,0,1
1014208,1,0,1,1
1317792,1,0,1,1
1244541,1,0,0,1
1019812,1,0,1,1
1439141,1,1,1,1
1245895,1,0,1,1
1278872,1,0,0,1
1607601,1,0,1,1
1643066,1,0,1,1
1647820,1,0,1,1
1098743,1,0,1,1
1592346,1,0,1,1
1440193,1,0,0,1
1067298,1,0,1,1
1513479,1,0,1,1
1295941,1,0,1,1
914792,0,0,0,1
1641976,1,0,1,1
1124633,1,0,1,1
1283132,1,0,1,1
1058032,1,0,1,1
1008614,1,0,1,1
1323235,1,0,1,0
1489916,1,0,1,1
1341982,1,0,0,1
1174355,1,1,1,1
1477535,1,0,0,1
1010067,1,0,1,1
1143517,1,0,1,0
917358,0,0,0,1
1651334,1,0,1,1
1317238,1,0,1,1
1324162,1,0,1,1
1447743,1,0,1,1
1287370,1,0,1,1
1639664,1,1,1,1
1144788,1,0,1,1
1346483,1,0,1,1
1299229,1,0,0,1
1225431,1,0,1,1
1207652,1,0,1,1
1590303,1,0,1,0
1017012,1,0,1,1
1595382,1,0,0,1
1549085,1,0,0,1
1112543,1,0,1,1
1003096,1,0,1,0
1631175,1,0,1,1
1540979,1,0,0,1
1591691,1,0,1,1
1447000,1,1,1,1
1222430,1,0,1,1
1012883,1,0,1,1
1037226,1,0,0,1
1129765,1,0,0,1
1437437,1,0,0,1
1409689,1,0,1,1
1415810,1,0,0,1
1514863,1,0,1,1
1149639,1,0,1,1
1171631,1,0,1,1
1534755,1,0,0,1
1345998,1,0,0,1
913364,0,0,1,1
1018533,1,0,1,1
1071964,1,0,1,1
1278985,1,0,1,0
1120563,1,0,0,1
1468257,1,0,1,1
1041827,1,0,1,1
1306109,1,0,0,1
1499964,1,0,1,1
1625666,1,0,1,1
1004474,1,0,1,1
1615620,1,0,0,1
1525522,1,0,0,1
1401271,1,0,1,1
1222708,1,0,1,1
1248718,1,0,1,1
1093658,1,0,1,1
1341101,1,0,1,1
1288258,1,0,0,1
1247475,1,0,1,1
1442128,1,0,1,1
1633687,1,0,1,1
1427862,1,1,1,1
1174331,1,0,1,1
1275901,1,0,0,1
1112145,1,0,1,1
1426996,1,0,1,1
1401679,1,0,0,1
1095342,1,0,0,1
1364403,1,1,1,1
1267174,1,0,1,0
1061977,1,1,1,1
1070229,1,0,1,0
1040923,1,1,1,1
1032005,1,0,1,1
1176995,1,0,1,0
1053532,1,0,1,1
1370791,1,0,1,1
1115950,1,0,0,1
1410952,1,0,0,1
1126892,1,0,1,1
1591724,1,0,0,1
1547226,1,0,1,1
1367107,1,0,1,1
1338456,1,0,1,1
1324637,1,1,1,1
1414366,1,0,1,1
1067680,1,0,1,1
1062753,1,1,0,1
1093137,1,0,1,1
1309708,1,0,1,1
1435792,1,0,1,1
1620841,1,0,0,1
1596045,1,0,1,1
1513390,1,0,1,1
1461338,1,0,1,1
1443929,1,0,1,1
1197447,1,0,1,1
1476244,1,0,1,1
1469393,1,0,1,1
1134045,1,0,0,1
1037464,1,0,1,1
1166890,1,0,0,1
1457509,1,1,0,1
1044452,1,0,1,0
1409667,1,0,1,1
1339551,1,0,1,1
1616766,1,0,1,1
1226338,1,0,1,1
1222207,1,0,1,1
1362503,1,0,1,1
1628864,1,0,1,1
1073165,1,0,1,1
1064599,1,0,1,1
1139286,1,0,1,1
1193614,1,0,1,1
1229733,1,0,0,0
1097673,1,0,1,0
1068854,1,0,1,1
1507950,1,0,1,1
1130499,1,0,1,1
1185896,1,0,1,1
1017066,1,0,1,1
1470870,1,0,1,1
1127670,1,0,1,1
1040409,1,0,1,1
1505428,1,0,1,1
1437901,1,0,1,1
1572823,1,0,0,1
1474412,1,0,1,1
1080234,1,0,1,1
1519839,1,0,1,1
1123409,1,0,1,1
1362680,1,0,1,1
1513389,1,0,1,0
1125088,1,0,1,1
1367213,1,0,1,1
1050589,1,0,1,1
1478393,1,0,0,1
1549188,1,0,1,1
1248863,1,0,1,1
1027538,1,0,1,1
1252886,1,0,1,1
1136038,1,0,1,0
1072326,1,0,1,1
1022983,1,0,1,0
1570238,1,0,1,1
1637885,1,0,1,1
1605441,1,0,1,1
1092042,1,0,1,1
922084,0,0,0,1
1138326,1,0,1,1
1100100,1,0,0,1
1028868,1,0,1,1
1198153,1,0,1,1
1158512,1,0,1,1
1448286,1,0,1,1
1033193,1,0,1,1
1366506,1,0,1,1
1453562,1,0,1,1
1321038,1,0,1,1
1310636,1,0,1,1
1518302,1,0,1,1
1058517,1,0,1,1
1512270,1,0,0,1
1331104,1,0,1,1
1001403,1,0,1,1
1600355,1,0,1,1
1505872,1,0,0,1
1009747,1,0,1,1
1068555,1,0,1,1
1325139,1,0,1,1
1415723,1,0,1,1
1445554,1,0,1,1
1474415,1,0,1,1
1063417,1,0,1,1
1287461,1,0,1,1
1150168,1,0,0,1
1468019,1,0,1,0
1306910,1,0,0,1
1600110,1,0,1,1
1201527,1,0,0,1
1442555,1,0,1,1
1541706,1,0,1,1
1260065,1,0,0,1
1554061,1,0,1,1
1558515,1,0,1,1
1014419,1,0,1,1
1340030,1,0,1,1
1186960,1,0,1,1
1349622,1,0,0,1
1212707,1,0,1,1
1321397,1,0,1,1
1316461,1,0,1,1
1134409,1,0,1,1
1118525,1,0,1,1
1040128,1,0,1,1
1358177,1,0,1,1
1633564,1,0,0,1
1651530,1,0,1,1
1033682,1,0,1,1
1625366,1,0,1,1
1380498,1,0,1,1
1275522,1,0,1,1
1051381,1,0,1,1
1294978,1,0,0,1
1006987,1,0,1,1
1158177,1,0,0,1
1000007,1,0,1,1
1248527,1,0,1,1
1058052,1,0,1,1
1296168,1,0,1,1
1042224,1,0,1,1
1235088,1,0,1,1
1087162,1,0,0,1
1613540,1,0,1,1
1492864,1,0,1,1
1542388,1,0,1,1
1148333,1,0,1,1
1216876,1,0,1,1
1473511,1,0,1,1
1632469,1,0,1,1
1426541,1,0,1,1
1398566,1,1,1,1
1223528,1,0,1,1
1426486,1,0,1,1
1492488,1,0,1,1
1340901,1,0,1,1
1448793,1,0,1,1
1280537,1,1,1,1
1309754,1,0,1,0
1503505,1,0,1,1
1195797,1,0,1,1
1077314,1,0,1,1
1367197,1,0,1,1
1563690,1,0,0,1
1248663,1,0,0,1
1468317,1,0,1,0
1466512,1,0,1,1
1565303,1,0,1,1
1511794,1,0,1,1
1221875,1,0,1,1
1047409,1,0,1,1
1287692,1,0,1,1
1634086,1,0,1,1
1286939,1,0,1,1
1604562,1,0,0,1
1598719,1,0,0,1
1231821,1,0,1,1
1457073,1,0,1,1
1330800,1,0,1,1
1464773,1,0,1,1
1037572,1,0,1,1
1455054,1,0,1,0
1295215,1,0,1,1
1151566,1,0,0,1
1642337,1,0,1,1
1009914,1,0,1,1
1228597,1,0,1,1
1295749,1,0,0,1
905411,0,0,1,1
1401306,1,0,0,1
1460287,1,0,1,1
1224079,1,0,1,1
922420,0,0,1,1
1608316,1,0,0,1
1550202,1,0,1,1
1301544,1,1,1,1
1419310,1,0,1,1
1199949,1,0,1,1
1440950,1,0,1,1
1050191,1,1,1,1
1477032,1,0,0,1
1478465,1,0,1,0
1449025,1,1,1,1
1504221,1,0,0,1
1375450,1,0,1,1
1623653,1,0,1,1
1269037,1,0,1,1
1177555,1,0,1,1
1287845,1,0,1,1
1575282,1,0,1,1
1194155,1,0,1,1
1202851,1,1,1,1
1230573,1,0,1,1
1195836,1,0,1,1
915026,0,1,0,1
1018152,1,0,1,1
1355348,1,0,1,1
1631152,1,1,1,1
1481900,1,1,1,1
1632997,1,0,1,1
1436467,1,0,1,1
1129868,1,0,1,1
1117101,1,0,1,1
1222843,1,0,1,1
1572517,1,0,0,1
1482145,1,1,0,1
1437768,1,0,0,1
1385347,1,0,1,1
1415793,1,0,1,1
1178085,1,0,1,0
1130622,1,0,1,1
1325233,1,0,0,1
1224794,1,0,1,1
1329985,1,0,1,1
1071781,1,0,1,1
1613754,1,1,1,1
1283618,1,0,1,1
1267167,1,0,0,1
1579926,1,0,1,1
1527728,1,0,1,1
1526979,1,0,1,1
1641971,1,0,0,1
1017124,1,0,1,1
1286460,1,0,0,1
1155103,1,0,0,1
1519188,1,1,1,1
1486659,1,0,1,1
1060124,1,0,1,1
1135604,1,0,1,1
1439387,1,0,1,1
1300559,1,0,0,1
1152942,1,1,0,1
1125922,1,0,1,1
1439953,1,0,0,1
1442796,1,0,1,1
1289212,1,0,1,1
1507989,1,0,1,0
1423399,1,0,1,1
1117315,1,0,1,1
1470595,1,1,1,1
1441276,1,0,1,1
1398173,1,0,0,1
1334070,1,0,1,1
1133374,1,0,1,0
1102609,1,0,1,0
1465821,1,1,1,1
1181370,1,0,1,1
1410291,1,0,1,1
1316394,1,0,1,1
1462269,1,0,0,1
1499587,1,0,0,1
1146403,1,0,1,1
901407,0,0,1,1
1274808,1,0,1,0
1383191,1,1,0,1
1633220,1,0,0,1
1030346,1,0,1,1
1293409,1,0,1,1
1637457,1,0,1,1
909601,0,0,1,1
1340961,1,0,0,1
1177864,1,0,1,1
1048797,1,0,0,1
1531384,1,0,1,1
1492936,1,0,1,1
1183146,1,0,1,1
921780,0,0,1,1
1315759,1,0,1,1
904902,0,0,0,1
1063040,1,0,1,1
1587354,1,0,1,1
1093079,1,0,1,1
1317657,1,0,1,1
1293708,1,0,1,1
1097209,1,0,0,1
1122908,1,0,1,1
1393236,1,0,1,1
1624680,1,0,0,1
1293084,1,0,1,1
1432829,1,0,1,1
1253637,1,0,0,1
1049784,1,0,1,1
1310891,1,0,1,1
1419035,1,0,1,1
1311624,1,0,1,1
1246422,1,0,1,1
1037817,1,0,1,1
1039343,1,0,1,1
1478758,1,0,1,1
1053364,1,0,1,1
1581342,1,0,1,1
1416137,1,0,1,1
1080260,1,0,1,1
1589162,1,0,1,1
1591013,1,0,1,1
1060165,1,0,1,1
1222289,1,0,1,0
1075362,1,0,0,1
1558119,1,0,0,1
1246515,1,0,1,1
1106077,1,0,1,1
1391810,1,0,1,1
1021202,1,0,1,1
1221003,1,0,1,1
1401564,1,0,1,1
1149723,1,0,1,1
1459044,1,0,0,1
1063495,1,0,1,1
1525593,1,0,1,1
1401909,1,1,1,1
1067570,1,0,1,1
1549778,1,0,1,1
1631691,1,0,1,1
1439335,1,0,1,1
1431319,1,0,1,1
1146194,1,0,0,1
910154,0,0,1,1
1451974,1,0,1,1
1130454,1,0,1,1
1445036,1,0,1,1
1255353,1,0,1,0
1557984,1,0,1,1
1606934,1,0,0,1
1034908,1,0,1,1
1582496,1,0,1,1
1295584,1,0,1,1
1506773,1,0,0,1
1021438,1,0,1,0
1296361,1,0,1,1
1261834,1,1,0,1
1478707,1,0,1,1
1145277,1,0,1,1
1216874,1,0,1,1
1625674,1,0,1,1
1041425,1,0,1,1
1253534,1,0,1,1
1642642,1,0,1,1
1433903,1,0,1,1
1217002,1,0,1,1
1046780,1,0,1,1
1381072,1,0,1,1
1505570,1,0,1,1
1269568,1,0,1,1
1483854,1,0,0,0
1169450,1,0,1,1
1423229,1,0,1,1
1589708,1,0,1,1
1439723,1,0,1,1
1211421,1,0,1,1
1555261,1,0,1,1
1350539,1,0,0,1
1007302,1,0,1,1
1634482,1,0,1,1
1034271,1,0,1,1
1566258,1,0,1,1
1565439,1,1,0,1
1224068,1,0,1,1
1185464,1,0,0,1
1649300,1,0,1,1
1206356,1,0,1,1
1588714,1,0,1,1
1247839,1,0,0,1
1469751,1,1,1,1
1339355,1,0,1,1
1383740,1,0,1,1
1587254,1,0,1,1
1330979,1,0,1,1
1248892,1,0,1,1
1450533,1,0,0,1
1164367,1,0,1,1
1165035,1,1,1,1
1334037,1,0,1,1
1078654,1,0,1,0
1462997,1,0,1,1
1296336,1,1,0,1
1362109,1,0,1,1
1287190,1,0,1,1
1022204,1,0,1,1
1527077,1,0,0,0
1595819,1,0,1,1
1489885,1,0,0,1
1086956,1,0,1,1
1220251,1,1,1,1
1513449,1,0,1,1
901332,0,0,1,1
1026482,1,0,1,1
1311395,1,0,1,1
1032030,1,1,1,0
1617324,1,0,1,1
1113919,1,0,1,1
1066163,1,0,1,1
1295627,1,0,1,1
1117108,1,0,1,1
1375796,1,0,1,1
1080398,1,0,1,1
1310082,1,0,1,1
1306774,1,0,1,0
1398948,1,0,1,1
1384102,1,0,0,1
1469910,1,0,0,1
1248857,1,0,0,1
